,차종,전장(mm),전폭(㎜),전고(㎜),축거(㎜)
5,현대 투싼 ix::LMX20 Premium,"4,410","1,820","1,685","2,640"
1,현대 싼타페::Smart (5인승),"4,690","1,880","1,680","2,700"
2,현대 싼타페::Smart (7인승),"4,690","1,880","1,680","2,700"
3,현대 싼타페::Modern (5인승),"4,690","1,880","1,680","2,700"
4,현대 싼타페::Modern (7인승),"4,690","1,880","1,680","2,700"
5,현대 싼타페::Premium (5인승),"4,690","1,880","1,690","2,700"
6,현대 싼타페::Premium (7인승),"4,690","1,880","1,690","2,700"
7,현대 싼타페::Exclusive (5인승),"4,690","1,880","1,690","2,700"
8,현대 싼타페::Exclusive (7인승),"4,690","1,880","1,690","2,700"
1,현대 싼타페::Smart,"4,690","1,880","1,680","2,700"
2,현대 싼타페::Modern,"4,690","1,880","1,680","2,700"
3,현대 싼타페::Premium,"4,690","1,880","1,690","2,700"
4,현대 싼타페::Exclusive,"4,690","1,880","1,690","2,700"
1,현대 싼타페::Smart,"4,690","1,880","1,680","2,700"
2,현대 싼타페::Smart,"4,690","1,880","1,680","2,700"
3,현대 싼타페::Modern,"4,690","1,880","1,680","2,700"
4,현대 싼타페::Premium,"4,690","1,880","1,690","2,700"
5,현대 싼타페::Exclusive,"4,690","1,880","1,690","2,700"
1,현대 싼타페::Smart,"4,690","1,880","1,680","2,700"
2,현대 싼타페::Smart,"4,690","1,880","1,680","2,700"
3,현대 싼타페::Modern,"4,690","1,880","1,680","2,700"
4,현대 싼타페::Premium,"4,690","1,880","1,690","2,700"
5,현대 싼타페::Exclusive,"4,690","1,880","1,690","2,700"
1,현대 베라크루즈::300VX,"4,840","1,970","1,795","2,805"
2,현대 베라크루즈::300VXL,"4,840","1,970","1,795","2,805"
1,현대 베라크루즈::300VX,"4,840","1,970","1,795","2,805"
2,현대 베라크루즈::300VXL,"4,840","1,970","1,795","2,805"
1,현대 베라크루즈::380VXL,"4,840","1,970","1,795","2,805"
1,쌍용 체어맨 H 뉴 클래식::500S 고급형,"5,050","1,825","1,465","2,895"
2,쌍용 체어맨 H 뉴 클래식::500S 최고급형,"5,050","1,825","1,465","2,895"
3,쌍용 체어맨 H 뉴 클래식::500S BrownEdition,"5,050","1,825","1,465","2,895"
4,쌍용 체어맨 H 뉴 클래식::500S VIP,"5,050","1,825","1,465","2,895"
5,쌍용 체어맨 H 뉴 클래식::600S 최고급형,"5,050","1,825","1,465","2,895"
6,쌍용 체어맨 H 뉴 클래식::600S BrownEdition,"5,050","1,825","1,465","2,895"
7,쌍용 체어맨 H 뉴 클래식::600S VIP,"5,050","1,825","1,465","2,895"
1,쌍용 체어맨 W::CW600 Luxury,"5,135","1,895","1,505","2,970"
2,쌍용 체어맨 W::CW600 Prestige,"5,135","1,895","1,505","2,970"
3,쌍용 체어맨 W::CW600 SVIP,"5,135","1,895","1,505","2,970"
4,쌍용 체어맨 W::CW700 Luxury,"5,135","1,895","1,505","2,970"
5,쌍용 체어맨 W::CW700 Prestige,"5,135","1,895","1,505","2,970"
6,쌍용 체어맨 W::CW700 VVIP,"5,135","1,895","1,505","2,970"
7,쌍용 체어맨 W::CW700 Limousine,"5,435","1,895","1,505","3,270"
1,쌍용 체어맨 W::CW600 Luxury,"5,135","1,895","1,505","2,970"
2,쌍용 체어맨 W::CW600 Prestige,"5,135","1,895","1,505","2,970"
3,쌍용 체어맨 W::CW600 SVIP,"5,135","1,895","1,505","2,970"
4,쌍용 체어맨 W::CW700 Luxury,"5,135","1,895","1,505","2,970"
5,쌍용 체어맨 W::CW700 Prestige,"5,135","1,895","1,505","2,970"
6,쌍용 체어맨 W::CW700 VVIP,"5,135","1,895","1,505","2,970"
1,쌍용 체어맨 W::VVIP,"5,135","1,895","1,505","2,970"
2,쌍용 체어맨 W::Limousine,"5,435","1,895","1,505","3,270"
1,쌍용 코란도 C::CHIC,"4,410","1,830","1,675","2,650"
2,쌍용 코란도 C::CHIC,"4,410","1,830","1,675","2,650"
3,쌍용 코란도 C::CHIC Beat,"4,410","1,830","1,675","2,650"
4,쌍용 코란도 C::CHIC Limited,"4,410","1,830","1,675","2,650"
5,쌍용 코란도 C::CLUBBY,"4,410","1,830","1,675","2,650"
6,쌍용 코란도 C::CLUBBY PARK,"4,410","1,830","1,675","2,650"
7,쌍용 코란도 C::CLUBBY Limited,"4,410","1,830","1,675","2,650"
8,쌍용 코란도 C::CLASSY,"4,410","1,830","1,675","2,650"
9,쌍용 코란도 C::CLASSY LUXURY,"4,410","1,830","1,675","2,650"
10,쌍용 코란도 C::2.0 E-XDI CHIC LIMITED 2WD,"4,410","1,830","1,675","2,650"
1,쌍용 코란도 C::CHIC,"4,410","1,830","1,675","2,650"
2,쌍용 코란도 C::CHIC,"4,410","1,830","1,675","2,650"
3,쌍용 코란도 C::CHIC Beat,"4,410","1,830","1,675","2,650"
4,쌍용 코란도 C::CHIC Limited,"4,410","1,830","1,675","2,650"
5,쌍용 코란도 C::CLUBBY,"4,410","1,830","1,675","2,650"
6,쌍용 코란도 C::CLUBBY PARK,"4,410","1,830","1,675","2,650"
7,쌍용 코란도 C::CLUBBY Limited,"4,410","1,830","1,675","2,650"
8,쌍용 코란도 C::CLASSY,"4,410","1,830","1,675","2,650"
9,쌍용 코란도 C::CLASSY LUXURY,"4,410","1,830","1,675","2,650"
1,쌍용 렉스턴 W::2WD RX5 DELUXE,"4,755","1,900","1,840","2,835"
2,쌍용 렉스턴 W::2WD RX7 LUXURY,"4,755","1,900","1,840","2,835"
3,쌍용 렉스턴 W::2WD RX7 PRESTIGE,"4,755","1,900","1,840","2,835"
4,쌍용 렉스턴 W::2WD RX7 BROWN SPECIAL,"4,755","1,900","1,840","2,835"
5,쌍용 렉스턴 W::4WD RX5 DELUXE,"4,755","1,900","1,840","2,835"
6,쌍용 렉스턴 W::4WD RX7 LUXURY,"4,755","1,900","1,840","2,835"
7,쌍용 렉스턴 W::4WD RX7 MANIA,"4,755","1,900","1,840","2,835"
8,쌍용 렉스턴 W::4WD RX7 PRESTIGE,"4,755","1,900","1,840","2,835"
9,쌍용 렉스턴 W::4WD RX7 BROWN SPECIAL,"4,755","1,900","1,840","2,835"
10,쌍용 렉스턴 W::4WD NOBLESSE,"4,755","1,900","1,840","2,835"
1,르노삼성 뉴 SM3::PE,"4,620","1,810","1,480","2,700"
2,르노삼성 뉴 SM3::SE,"4,620","1,810","1,480","2,700"
3,르노삼성 뉴 SM3::SE Plus,"4,620","1,810","1,480","2,700"
4,르노삼성 뉴 SM3::LE,"4,620","1,810","1,480","2,700"
5,르노삼성 뉴 SM3::RE,"4,620","1,810","1,480","2,700"
1,르노삼성 뉴 SM5 플래티넘::PE,"4,885","1,860","1,485","2,760"
2,르노삼성 뉴 SM5 플래티넘::SE,"4,885","1,860","1,485","2,760"
3,르노삼성 뉴 SM5 플래티넘::SE Plus,"4,885","1,860","1,485","2,760"
4,르노삼성 뉴 SM5 플래티넘::LE,"4,885","1,860","1,485","2,760"
5,르노삼성 뉴 SM5 플래티넘::RE,"4,885","1,860","1,485","2,760"
1,르노삼성 올 뉴 SM7::SE,"4,995","1,870","1,480","2,810"
2,르노삼성 올 뉴 SM7::LE,"4,995","1,870","1,480","2,810"
3,르노삼성 올 뉴 SM7::RE,"4,995","1,870","1,480","2,810"
4,르노삼성 올 뉴 SM7::SE35,"4,995","1,870","1,480","2,810"
5,르노삼성 올 뉴 SM7::LE35,"4,995","1,870","1,480","2,810"
6,르노삼성 올 뉴 SM7::RE35,"4,995","1,870","1,480","2,810"
1,르노삼성 뉴 QM5::SE,"4,525","1,855","1,695","2,690"
2,르노삼성 뉴 QM5::LE,"4,525","1,855","1,710","2,690"
3,르노삼성 뉴 QM5::LE Plus,"4,525","1,855","1,710","2,690"
4,르노삼성 뉴 QM5::SALOMON 에디션,"4,525","1,855","1,710","2,690"
5,르노삼성 뉴 QM5::RE,"4,525","1,855","1,710","2,690"
1,르노삼성 뉴 QM5::SE,"4,525","1,855","1,695","2,690"
2,르노삼성 뉴 QM5::LE,"4,525","1,855","1,710","2,690"
3,르노삼성 뉴 QM5::SALOMON 에디션,"4,525","1,855","1,710","2,690"
4,르노삼성 뉴 QM5::RE,"4,525","1,855","1,710","2,690"
1,르노삼성 뉴 QM5::SE25,"4,525","1,855","1,710","2,690"
2,르노삼성 뉴 QM5::LE25 Plus,"4,525","1,855","1,710","2,690"
3,르노삼성 뉴 QM5::SALOMON 에디션,"4,525","1,855","1,710","2,690"
4,르노삼성 뉴 QM5::RE25,"4,525","1,855","1,710","2,690"
1,기아 K9::프레스티지,"5,090","1,900","1,485","3,045"
2,기아 K9::프레스티지 스페셜,"5,090","1,900","1,485","3,045"
3,기아 K9::노블레스,"5,090","1,900","1,485","3,045"
4,기아 K9::노블레스 스페셜,"5,090","1,900","1,485","3,045"
1,기아 K9::프레스티지,"5,090","1,900","1,485","3,045"
2,기아 K9::프레스티지 스페셜,"5,090","1,900","1,485","3,045"
3,기아 K9::노블레스,"5,090","1,900","1,485","3,045"
4,기아 K9::노블레스 스페셜,"5,090","1,900","1,485","3,045"
5,기아 K9::프레지던트,"5,090","1,900","1,490","3,045"
1,기아 스포티지 R::LX,"4,440","1,855","1,635","2,640"
2,기아 스포티지 R::LX,"4,440","1,855","1,635","2,640"
3,기아 스포티지 R::TLX 고급형,"4,440","1,855","1,635","2,640"
4,기아 스포티지 R::TLX 고급형,"4,440","1,855","1,635","2,640"
5,기아 스포티지 R::TLX 최고급형,"4,440","1,855","1,635","2,640"
6,기아 스포티지 R::TLX 프리미엄,"4,440","1,855","1,635","2,640"
7,기아 스포티지 R::LIMITED,"4,440","1,855","1,635","2,640"
1,기아 스포티지 R::TLX 최고급형,"4,450","1,855","1,635","2,640"
2,기아 스포티지 R::LIMITED,"4,450","1,855","1,635","2,640"
1,기아 스포티지 R::LX,"4,440","1,855","1,635","2,640"
2,기아 스포티지 R::LX,"4,440","1,855","1,635","2,640"
3,기아 스포티지 R::TLX 최고급형,"4,440","1,855","1,635","2,640"
4,기아 스포티지 R::LIMITED,"4,440","1,855","1,635","2,640"
1,기아 스포티지 R::LIMITED,"4,450","1,855","1,635","2,640"
1,기아 뉴 쏘렌토 R::LX (5인승),"4,685","1,885","1,700","2,700"
2,기아 뉴 쏘렌토 R::LX (7인승),"4,685","1,885","1,700","2,700"
3,기아 뉴 쏘렌토 R::TLX (5인승),"4,685","1,885","1,745","2,700"
4,기아 뉴 쏘렌토 R::TLX (7인승),"4,685","1,885","1,745","2,700"
5,기아 뉴 쏘렌토 R::TLX 스페셜 (5인승),"4,685","1,885","1,745","2,700"
6,기아 뉴 쏘렌토 R::TLX 스페셜 (7인승),"4,685","1,885","1,745","2,700"
7,기아 뉴 쏘렌토 R::LIMITED (7인승),"4,685","1,885","1,745","2,700"
8,기아 뉴 쏘렌토 R::LIMITED 스페셜 (7인승),"4,685","1,885","1,745","2,700"
1,기아 뉴 쏘렌토 R::LX (5인승),"4,685","1,885","1,700","2,700"
2,기아 뉴 쏘렌토 R::LX (7인승),"4,685","1,885","1,700","2,700"
3,기아 뉴 쏘렌토 R::TLX (5인승),"4,685","1,885","1,745","2,700"
4,기아 뉴 쏘렌토 R::TLX (7인승),"4,685","1,885","1,745","2,700"
5,기아 뉴 쏘렌토 R::TLX 스페셜 (5인승),"4,685","1,885","1,745","2,700"
6,기아 뉴 쏘렌토 R::TLX 스페셜 (7인승),"4,685","1,885","1,745","2,700"
7,기아 뉴 쏘렌토 R::LIMITED (7인승),"4,685","1,885","1,745","2,700"
8,기아 뉴 쏘렌토 R::LIMITED 스페셜 (7인승),"4,685","1,885","1,745","2,700"
1,기아 뉴 쏘렌토 R::LX,"4,685","1,885","1,700","2,700"
2,기아 뉴 쏘렌토 R::TLX,"4,685","1,885","1,745","2,700"
3,기아 뉴 쏘렌토 R::TLX 스페셜,"4,685","1,885","1,745","2,700"
4,기아 뉴 쏘렌토 R::LIMITED,"4,685","1,885","1,745","2,700"
5,기아 뉴 쏘렌토 R::LIMITED 스페셜,"4,685","1,885","1,745","2,700"
1,기아 뉴 쏘렌토 R::LX,"4,685","1,885","1,700","2,700"
2,기아 뉴 쏘렌토 R::TLX,"4,685","1,885","1,745","2,700"
3,기아 뉴 쏘렌토 R::TLX 스페셜,"4,685","1,885","1,745","2,700"
4,기아 뉴 쏘렌토 R::LIMITED,"4,685","1,885","1,745","2,700"
5,기아 뉴 쏘렌토 R::LIMITED 스페셜,"4,685","1,885","1,745","2,700"
1,쉐보레 아베오::1.6 L Star,"4,400","1,735","1,515","2,525"
2,쉐보레 아베오::1.6 L Star,"4,400","1,735","1,515","2,525"
3,쉐보레 아베오::1.6 LS 고급형,"4,400","1,735","1,515","2,525"
4,쉐보레 아베오::1.6 LS 고급형,"4,400","1,735","1,515","2,525"
5,쉐보레 아베오::1.6 LT 최고급형,"4,400","1,735","1,515","2,525"
6,쉐보레 아베오::1.6 LT 최고급형,"4,400","1,735","1,515","2,525"
1,쉐보레 아베오::1.6 L Star,"4,040","1,735","1,515","2,525"
2,쉐보레 아베오::1.6 L Star,"4,040","1,735","1,515","2,525"
3,쉐보레 아베오::1.6 LS 고급형,"4,040","1,735","1,515","2,525"
4,쉐보레 아베오::1.6 LS 고급형,"4,040","1,735","1,515","2,525"
5,쉐보레 아베오::1.6 LT 최고급형,"4,040","1,735","1,515","2,525"
6,쉐보레 아베오::1.6 LT 최고급형,"4,040","1,735","1,515","2,525"
1,쉐보레 크루즈::LT,"4,600","1,790","1,475","2,685"
2,쉐보레 크루즈::LT+,"4,600","1,790","1,475","2,685"
3,쉐보레 크루즈::LTZ+,"4,600","1,790","1,475","2,685"
4,쉐보레 크루즈::The Perfect Black LTZ+,"4,600","1,790","1,475","2,685"
1,쉐보레 크루즈::LTZ+,"4,600","1,790","1,475","2,685"
2,쉐보레 크루즈::LTZ+,"4,600","1,790","1,475","2,685"
3,쉐보레 크루즈::The Perfect Black LTZ+,"4,600","1,790","1,475","2,685"
1,쉐보레 크루즈::LT,"4,510","1,790","1,475","2,685"
2,쉐보레 크루즈::LT+,"4,510","1,790","1,475","2,685"
3,쉐보레 크루즈::LTZ+,"4,510","1,790","1,475","2,685"
4,쉐보레 크루즈::The Perfect Black LTZ+,"4,510","1,790","1,475","2,685"
1,쉐보레 크루즈::LTZ+,"4,510","1,790","1,475","2,685"
2,쉐보레 크루즈::The Perfect Black LTZ+,"4,510","1,790","1,475","2,685"
1,기아 모하비::JV 300,"4,880","1,915","1,810","2,895"
2,기아 모하비::QV 300,"4,935","1,915","1,810","2,895"
3,기아 모하비::KV 300,"4,935","1,915","1,810","2,895"
1,기아 모하비::JV 300,"4,880","1,915","1,810","2,895"
2,기아 모하비::QV 300,"4,935","1,915","1,810","2,895"
3,기아 모하비::KV 300,"4,935","1,915","1,810","2,895"
1,기아 뉴 카렌스::GLX 고급형,"4,545","1,820","1,700","2,700"
2,기아 뉴 카렌스::GLX 최고급형,"4,545","1,820","1,700","2,700"
3,기아 뉴 카렌스::PREMIUM,"4,545","1,820","1,700","2,700"
1,기아 뉴 카렌스::GLX 고급형,"4,545","1,820","1,700","2,700"
2,기아 뉴 카렌스::GLX 최고급형,"4,545","1,820","1,700","2,700"
3,기아 뉴 카렌스::PREMIUM,"4,545","1,820","1,700","2,700"
1,쉐보레 말리부::2.0 LS 디럭스,"4,865","1,855","1,465","2,737"
2,쉐보레 말리부::2.0 LT,"4,865","1,855","1,465","2,737"
3,쉐보레 말리부::2.0 LT 디럭스팩,"4,865","1,855","1,465","2,737"
4,쉐보레 말리부::2.0 LTZ,"4,865","1,855","1,465","2,737"
5,쉐보레 말리부::2.0 LTZ 디럭스팩 (블랙휠),"4,865","1,855","1,465","2,737"
6,쉐보레 말리부::2.4 LTZ,"4,865","1,855","1,465","2,737"
1,쉐보레 말리부::2.0 LPGi LT,"4,865","1,855","1,465","2,737"
2,쉐보레 말리부::2.0 LPGi LT 디럭스팩,"4,865","1,855","1,465","2,737"
3,쉐보레 말리부::2.0 LPGi LTZ,"4,865","1,855","1,465","2,737"
4,쉐보레 말리부::2.0 LPGi LTZ 디럭스팩 (블랙휠),"4,865","1,855","1,465","2,737"
1,쉐보레 올란도::LS 고급형,"4,665","1,835","1,635","2,760"
2,쉐보레 올란도::LT 프리미엄,"4,665","1,835","1,635","2,760"
3,쉐보레 올란도::LT 컨비니언스 팩,"4,665","1,835","1,635","2,760"
4,쉐보레 올란도::LTZ 프리미엄,"4,665","1,835","1,635","2,760"
5,쉐보레 올란도::스페셜 컬러 에디션 플로리다 블루,"4,665","1,835","1,635","2,760"
6,쉐보레 올란도::스페셜 컬러 에디션 보르도 레드,"4,665","1,835","1,635","2,760"
1,쉐보레 올란도::LS 고급형,"4,665","1,835","1,635","2,760"
2,쉐보레 올란도::LT 프리미엄,"4,665","1,835","1,635","2,760"
3,쉐보레 올란도::LT 컨비니언스 팩,"4,665","1,835","1,635","2,760"
4,쉐보레 올란도::LTZ 프리미엄,"4,665","1,835","1,635","2,760"
5,쉐보레 올란도::스페셜 컬러 에디션 플로리다 블루,"4,665","1,835","1,635","2,760"
6,쉐보레 올란도::스페셜 컬러 에디션 보르도 레드,"4,665","1,835","1,635","2,760"
1,쉐보레 올란도::LS,"4,665","1,635","1,835","2,760"
1,쉐보레 캡티바::LS,"4,670","1,850","1,725","2,705"
2,쉐보레 캡티바::LT,"4,670","1,850","1,755","2,705"
1,쉐보레 캡티바::LT,"4,670","1,850","1,755","2,705"
2,쉐보레 캡티바::LTZ,"4,670","1,850","1,755","2,705"
1,쉐보레 캡티바::LT,"4,670","1,850","1,755","2,705"
2,쉐보레 캡티바::LTZ,"4,670","1,850","1,755","2,705"
1,한국GM 알페온::CL240 프리미엄,"4,995","1,510","1,860","2,837"
2,한국GM 알페온::EL240 디럭스,"4,995","1,510","1,860","2,837"
3,한국GM 알페온::EL240 프리미엄,"4,995","1,510","1,860","2,837"
4,한국GM 알페온::CL300 디럭스,"4,995","1,510","1,860","2,837"
5,한국GM 알페온::CL300 프리미엄,"4,995","1,510","1,860","2,837"
6,한국GM 알페온::EL300 슈프림 블랙,"4,995","1,510","1,860","2,837"
7,한국GM 알페온::EL300 슈프림,"4,995","1,510","1,860","2,837"
1,한국GM 알페온::EL240H (eAssist) 디럭스,"4,995","1,510","1,860","2,837"
2,한국GM 알페온::EL240H (eAssist) 프리미엄,"4,995","1,510","1,860","2,837"
1,쉐보레 카마로::3.6 CAMARO,"4,835","1,920","1,375","2,850"
1,쉐보레 콜벳::6.2 CORVETTE,"4,435","1,845","1,245","2,685"
1,벤츠 B-Class::B 200 CDI,"4,360","1,790","1,580","2,700"
2,벤츠 B-Class::B 200 CDI SP,"4,360","1,790","1,580","2,700"
1,혼다 CR-V::2WD LX,"4,535","1,820","1,685","2,620"
2,혼다 CR-V::4WD EX,"4,535","1,820","1,685","2,620"
3,혼다 CR-V::4WD EX-L,"4,535","1,820","1,685","2,620"
4,혼다 CR-V::4WD EX-L Navi,"4,535","1,820","1,685","2,620"
1,벤츠 C-Class::C 63 AMG,"4,720","1,835","1,450","2,760"
2,벤츠 C-Class::C 200,"4,635","1,770","1,450","2,760"
3,벤츠 C-Class::C 200 AV Style Package,"4,635","1,770","1,450","2,760"
4,벤츠 C-Class::C 220 CDI,"4,635","1,770","1,450","2,760"
5,벤츠 C-Class::C 220 CDI AV,"4,635","1,770","1,450","2,760"
6,벤츠 C-Class::C 250,"4,635","1,770","1,450","2,760"
1,벤츠 SLS-Class::SLS AMG,"4,640","1,940","1,260","2,680"
2,벤츠 SLS-Class::SLS AMG Carbon Package,"4,640","1,940","1,260","2,680"
1,벤츠 E-Class::E 200,"4,870","1,855","1,465","2,875"
2,벤츠 E-Class::E 200 AV,"4,870","1,855","1,465","2,875"
3,벤츠 E-Class::E 220 CDI AV,"4,870","1,855","1,465","2,875"
4,벤츠 E-Class::E 250 CDI 4Matic,"4,870","1,855","1,465","2,875"
5,벤츠 E-Class::E 300 EL,"4,870","1,855","1,465","2,875"
6,벤츠 E-Class::E 300 AV Sports Package,"4,870","1,855","1,465","2,875"
7,벤츠 E-Class::E 300 AV,"4,870","1,855","1,465","2,875"
8,벤츠 E-Class::E 350,"4,870","1,855","1,465","2,875"
9,벤츠 E-Class::E 350 4Matic,"4,870","1,855","1,465","2,875"
10,벤츠 E-Class::E 63 AMG,"4,885","1,870","1,440","2,875"
1,벤츠 E-Class::E 350,"4,700","1,790","1,400","2,760"
1,벤츠 S-Class::S 63 AMG Long,"5,225","1,870","1,480","3,165"
2,벤츠 S-Class::S 350 BlueTEC,"5,095","1,870","1,480","3,035"
3,벤츠 S-Class::S 350 Long Entertainment package,"5,225","1,870","1,480","3,165"
4,벤츠 S-Class::S 400 Hybrid Long,"5,225","1,870","1,480","3,165"
5,벤츠 S-Class::S 500 Long Designo Edition,"5,225","1,870","1,480","3,165"
6,벤츠 S-Class::S 500 Long Designo Edition 4Matic,"5,225","1,870","1,480","3,165"
7,벤츠 S-Class::S 600 Long,"5,225","1,870","1,480","3,165"
1,벤츠 M-Class::ML 63 AMG,"4,815","1,935","1,815","2,915"
2,벤츠 M-Class::ML 250 BlueTEC 4Matic,"4,815","1,935","1,815","2,915"
3,벤츠 M-Class::ML 350 BlueTEC 4Matic,"4,815","1,935","1,815","2,915"
1,벤츠 G-Class::G 350 BlueTEC,"4,725","1,770","1,970","2,850"
2,벤츠 G-Class::G 63 AMG,"4,760","1,865","1,975","2,850"
1,벤츠 CLS-Class::CLS 350,"4,945","1,915","1,400","2,875"
2,벤츠 CLS-Class::CLS 63 AMG,"5,015","1,925","1,410","2,874"
1,벤츠 GLK-Class::GLK 220 CDI 4Matic,"4,535","1,840","1,670","2,755"
2,벤츠 GLK-Class::GLK 220 CDI Premium 4Matic,"4,535","1,840","1,670","2,755"
1,벤츠 SLK-Class::SLK 200,"4,140","1,835","1,325","2,430"
2,벤츠 SLK-Class::SLK 55 AMG,"4,140","1,820","1,315","2,430"
1,토요타 Camry::New 2.5,"4,805","1,820","1,470","2,775"
2,토요타 Camry::New 2.5 Hybrid,"4,805","1,820","1,470","2,775"
1,토요타 Sienna::3.5 LIMITED,"5,085","1,985","1,790","3,030"
1,토요타 RAV4::4WD LUXURY,"4,620","1,855","1,745","2,660"
2,토요타 RAV4::2WD,"4,620","1,855","1,745","2,660"
3,토요타 RAV4::4WD,"4,620","1,855","1,745","2,660"
1,토요타 Corolla::Navi PKG,"4,540","1,760","1,465","2,600"
2,토요타 Corolla::LE,"4,540","1,760","1,465","2,600"
1,토요타 86::2.0,"4,240","1,775","1,425","2,570"
2,토요타 86::2.0,"4,240","1,775","1,425","2,570"
1,토요타 Venza::2.7 XLE,"4,800","1,910","1,610","2,775"
2,토요타 Venza::3.5 Limited,"4,800","1,910","1,610","2,775"
1,토요타 Prius::1.8 hybrid E,"4,460","1,750","1,495","2,700"
2,토요타 Prius::1.8 hybrid M,"4,460","1,750","1,495","2,700"
3,토요타 Prius::1.8 hybrid S,"4,460","1,750","1,495","2,700"
1,BMW 1 Series::120d Sport,"4,360","1,748","1,423","2,660"
1,BMW 3 Series::320d ED Edition,"4,624","1,811","1,429","2,810"
2,BMW 3 Series::320d,"4,624","1,811","1,429","2,810"
3,BMW 3 Series::320d xDrive,"4,624","1,811","1,429","2,810"
4,BMW 3 Series::320d Modern,"4,624","1,811","1,429","2,810"
5,BMW 3 Series::320d Sport,"4,624","1,811","1,429","2,810"
6,BMW 3 Series::320d Luxury,"4,624","1,811","1,429","2,810"
7,BMW 3 Series::320i,"4,624","1,811","1,429","2,810"
8,BMW 3 Series::320i Modern,"4,624","1,811","1,429","2,810"
9,BMW 3 Series::320i Sport,"4,624","1,811","1,429","2,810"
10,BMW 3 Series::320i Luxury,"4,624","1,811","1,429","2,810"
11,BMW 3 Series::328i,"4,624","1,811","1,429","2,810"
1,BMW 3 Series::328i Convertible,"4,612","1,961","1,384","2,760"
2,BMW 3 Series::335i Convertible,"4,612","1,961","1,384","2,760"
1,닛산 CUBE::1.8 S,"3,980","1,695","1,690","2,530"
2,닛산 CUBE::1.8 SL,"3,980","1,695","1,690","2,530"
1,닛산 ROGUE::2WD,"4,670","1,800","1,680","2,690"
2,닛산 ROGUE::4WD Premium,"4,670","1,800","1,680","2,690"
1,닛산 GT-R::3.8 V6 AMBER RED 4WD,"4,670","1,895","1,370","2,780"
2,닛산 GT-R::3.8 V6 SUPER SILVER AMBER RED 4WD,"4,670","1,895","1,370","2,780"
3,닛산 GT-R::3.8 V6 BLACK EDITION 4WD,"4,670","1,895","1,370","2,780"
4,닛산 GT-R::3.8 V6 BLACK EDITION SUPER SILVER 4WD,"4,670","1,895","1,370","2,780"
5,닛산 GT-R::3.8 AWD,"4,670","1,895","1,370","2,780"
6,닛산 GT-R::3.8 AWD Super Silver,"4,670","1,895","1,370","2,780"
1,닛산 370Z::3.7,"4,250","1,845","1,315","2,550"
1,인피니티 G::G25 Smart,"4,780","1,775","1,450","2,850"
2,인피니티 G::G37 Sport,"4,780","1,775","1,450","2,850"
1,인피니티 M::M30d,"4,945","1,845","1,500","2,900"
2,인피니티 M::M37 Standard,"4,945","1,845","1,500","2,900"
3,인피니티 M::M37 Premium,"4,945","1,845","1,500","2,900"
4,인피니티 M::M37 Exclusive,"4,945","1,845","1,500","2,900"
5,인피니티 M::M56 Sport,"4,945","1,845","1,500","2,900"
6,인피니티 M::M37x AWD,"4,945","1,845","1,500","2,900"
1,BMW 5 Series::520d,"4,899","1,860","1,464","2,968"
2,BMW 5 Series::520d M Sport Edition,"4,899","1,860","1,464","2,968"
3,BMW 5 Series::525d,"4,899","1,860","1,464","2,968"
4,BMW 5 Series::525d xDrive,"4,899","1,860","1,464","2,968"
5,BMW 5 Series::535d M Sport Package,"4,899","1,860","1,464","2,968"
6,BMW 5 Series::520i,"4,899","1,860","1,464","2,968"
7,BMW 5 Series::528i,"4,899","1,860","1,464","2,968"
8,BMW 5 Series::528i xDrive,"4,899","1,860","1,464","2,968"
9,BMW 5 Series::528i M Sport Edition,"4,899","1,860","1,464","2,968"
10,BMW 5 Series::535i,"4,899","1,860","1,464","2,968"
11,BMW 5 Series::535i xDrive,"4,899","1,860","1,464","2,968"
12,BMW 5 Series::550i M Sport Package xDrive,"4,899","1,860","1,464","2,968"
1,BMW 5 Series::ActiveHybrid 5,"4,899","1,860","1,464","2,968"
1,BMW 5 Series::520d,"4,907","1,860","1,462","2,968"
2,BMW 5 Series::525d xDrive,"4,907","1,860","1,462","2,968"
3,BMW 5 Series::525d M sport xDrive,"4,907","1,860","1,462","2,968"
1,BMW 6 Series::640i,"5,007","1,894","1,392","2,968"
2,BMW 6 Series::640i Exclusive,"5,007","1,894","1,392","2,968"
1,BMW 6 Series::640i Convertible,"4,894","1,894","1,365","2,855"
2,BMW 6 Series::640i Convertible Exclusive,"4,894","1,894","1,365","2,855"
3,BMW 6 Series::650i Convertible,"4,894","1,894","1,365","2,855"
1,인피니티 EX::EX37,"4,640","1,800","1,600","2,800"
1,인피니티 FX::FX30d,"4,865","1,930","1,680","2,885"
2,인피니티 FX::FX37,"4,865","1,930","1,680","2,885"
1,BMW 7 Series::730d,"5,079","1,902","1,471","3,070"
2,BMW 7 Series::730Ld,"5,219","1,902","1,481","3,210"
3,BMW 7 Series::740d xDrive,"5,079","1,902","1,471","3,070"
4,BMW 7 Series::740i,"5,079","1,902","1,471","3,070"
5,BMW 7 Series::740Li,"5,219","1,902","1,481","3,210"
6,BMW 7 Series::750Li,"5,219","1,902","1,481","3,210"
7,BMW 7 Series::750Li xDrive,"5,219","1,902","1,481","3,210"
8,BMW 7 Series::760Li,"5,212","1,902","1,481","3,210"
9,BMW 7 Series::760Li Individual,"5,212","1,902","1,481","3,210"
